Order_ID,Order_Date,Customer_ID,Region,Category,Product,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Payment_Method
ORD01022,2025-10-04,CUST0416,West,Electronics,Keyboard,6,695.36,0.22,3254.28,2031.5,1222.78,Debit Card
ORD01023,2024-03-01,CUST0125,East,Furniture,Desk,9,360.53,0.1,2920.29,2158.61,761.68,Net Banking
ORD01024,2025-06-16,CUST0494,East,Furniture,Cabinet,2,579.75,0.2,927.6,701.31,226.29,Debit Card
ORD01025,2024-07-10,CUST0250,South,Accessories,Laptop Stand,6,532.77,0.24,2429.43,1926.31,503.12,Debit Card
ORD01026,2024-02-04,CUST0193,West,Furniture,Bookshelf,3,687.46,0.03,2000.51,1395.62,604.89,UPI
ORD01027,2024-11-14,CUST0333,West,Furniture,Chair,9,186.94,0.18,1379.62,1061.03,318.59,Credit Card
ORD01028,2024-11-19,CUST0180,West,Office Supplies,Stapler,6,291.13,0.16,1467.3,828.61,638.69,Debit Card
ORD01029,2024-02-18,CUST0016,North,Electronics,Keyboard,5,1449.17,0.0,7245.85,4480.79,2765.06,Net Banking
ORD01030,2025-09-28,CUST0319,North,Electronics,Monitor,7,664.67,0.1,4187.42,2958.22,1229.2,Debit Card
ORD01031,2025-11-27,CUST0215,East,Office Supplies,Printer Paper,2,1101.02,0.13,1915.77,1486.37,429.4,Credit Card
ORD01032,2024-04-06,CUST0375,South,Accessories,Laptop Stand,9,1113.43,0.22,7816.28,4742.76,3073.52,Net Banking
ORD01033,2024-09-18,CUST0410,East,Electronics,Headphones,6,1296.76,0.11,6924.7,4536.04,2388.66,Net Banking
ORD01034,2024-11-27,CUST0398,North,Furniture,Desk,3,142.9,0.05,407.27,246.1,161.17,Net Banking
ORD01035,2024-08-15,CUST0322,South,Electronics,Keyboard,4,1367.75,0.24,4157.96,2493.82,1664.14,Credit Card
ORD01036,2024-01-19,CUST0066,North,Furniture,Chair,6,1461.14,0.17,7276.48,4314.1,2962.38,Net Banking
ORD01037,2025-10-12,CUST0039,North,Accessories,USB Hub,6,804.15,0.07,4487.16,3006.92,1480.24,Net Banking
ORD01038,2024-09-14,CUST0486,Central,Office Supplies,Notebook,9,1303.68,0.06,11029.13,7967.78,3061.35,Debit Card
ORD01039,2024-09-21,CUST0093,East,Electronics,Laptop,4,1028.56,0.02,4031.96,2373.56,1658.4,Debit Card
ORD01040,2025-03-29,CUST0191,East,Office Supplies,Pen Set,3,73.59,0.14,189.86,132.53,57.33,Net Banking
ORD01041,2025-09-26,CUST0048,East,Electronics,Keyboard,9,377.57,0.17,2820.45,1463.43,1357.02,Net Banking
ORD01042,2024-06-29,CUST0019,South,Furniture,Bookshelf,2,589.74,0.1,1061.53,768.71,292.82,Credit Card
ORD01043,2025-11-25,CUST0351,East,Office Supplies,Stapler,1,731.79,0.09,665.93,384.32,281.61,Debit Card
ORD01044,2025-09-22,CUST0380,North,Electronics,Keyboard,1,1227.73,0.2,982.18,609.18,373.0,Debit Card
ORD01045,2025-11-17,CUST0183,North,Furniture,Desk,8,313.09,0.03,2429.58,1141.27,1288.31,UPI
ORD01046,2025-06-12,CUST0253,Central,Office Supplies,Stapler,5,523.85,0.25,1964.44,1243.96,720.48,Debit Card
ORD01047,2025-04-08,CUST0200,Central,Office Supplies,Pen Set,6,604.59,0.08,3337.34,1743.92,1593.42,Credit Card
ORD01048,2024-01-18,CUST0165,Central,Electronics,Headphones,8,859.18,0.17,5704.96,2572.91,3132.05,Debit Card
ORD01049,2024-09-22,CUST0128,West,Electronics,Laptop,1,208.01,0.01,205.93,114.68,91.25,UPI
ORD01050,2024-10-08,CUST0112,East,Electronics,Headphones,5,1349.22,0.18,5531.8,3199.87,2331.93,Debit Card
ORD01051,2024-12-30,CUST0035,North,Furniture,Bookshelf,5,1105.43,0.22,4311.18,2230.62,2080.56,Debit Card
ORD01052,2025-01-24,CUST0180,Central,Electronics,Keyboard,9,552.12,0.03,4820.01,3163.21,1656.8,UPI
ORD01053,2024-08-14,CUST0081,South,Office Supplies,Notebook,5,1060.05,0.2,4240.2,2841.74,1398.46,Debit Card
ORD01054,2024-10-19,CUST0293,Central,Office Supplies,Pen Set,8,1101.01,0.11,7839.19,5405.24,2433.95,UPI
ORD01055,2024-08-31,CUST0420,North,Electronics,Keyboard,3,1200.75,0.23,2773.73,2198.12,575.61,Net Banking
ORD01056,2025-01-07,CUST0056,East,Electronics,Monitor,8,287.38,0.03,2230.07,1259.27,970.8,Debit Card
ORD01057,2024-10-30,CUST0233,West,Accessories,Laptop Stand,3,40.64,0.16,102.41,59.17,43.24,Debit Card
ORD01058,2024-11-25,CUST0211,North,Office Supplies,Printer Paper,7,217.97,0.22,1190.12,805.99,384.13,Credit Card
ORD01059,2024-01-19,CUST0231,South,Furniture,Desk,1,285.36,0.06,268.24,123.07,145.17,UPI
ORD01060,2024-03-09,CUST0037,Central,Accessories,USB Hub,5,1454.77,0.17,6037.3,2866.63,3170.67,Net Banking
ORD01061,2025-09-09,CUST0137,Central,Electronics,Headphones,3,1435.08,0.17,3573.35,1867.86,1705.49,Net Banking
ORD01062,2025-12-07,CUST0343,South,Electronics,Laptop,6,284.37,0.08,1569.72,936.27,633.45,UPI
ORD01063,2025-08-23,CUST0475,South,Office Supplies,Printer Paper,2,1419.76,0.23,2186.43,1275.77,910.66,Net Banking
ORD01064,2024-12-31,CUST0421,Central,Electronics,Keyboard,4,213.78,0.17,709.75,370.58,339.17,UPI
ORD01065,2025-07-27,CUST0254,Central,Furniture,Desk,8,1356.58,0.22,8465.06,5185.73,3279.33,Debit Card
ORD01066,2025-06-12,CUST0370,Central,Office Supplies,Notebook,2,609.63,0.07,1133.91,577.72,556.19,Credit Card
ORD01067,2025-10-07,CUST0108,South,Electronics,Monitor,7,38.39,0.22,209.61,97.63,111.98,Net Banking
ORD01068,2024-08-22,CUST0041,Central,Office Supplies,Notebook,4,1281.61,0.14,4408.74,2288.4,2120.34,Credit Card
ORD01069,2025-08-14,CUST0134,Central,Electronics,Monitor,9,1499.57,0.21,10661.94,6147.88,4514.06,Credit Card
ORD01070,2025-08-05,CUST0214,East,Electronics,Headphones,2,983.19,0.24,1494.45,1123.89,370.56,Credit Card
ORD01071,2024-08-29,CUST0158,South,Electronics,Laptop,4,1040.08,0.15,3536.27,2257.37,1278.9,Debit Card
ORD01072,2024-02-14,CUST0472,East,Furniture,Bookshelf,8,871.74,0.11,6206.79,3911.67,2295.12,UPI
ORD01073,2024-07-10,CUST0077,North,Furniture,Cabinet,1,401.75,0.12,353.54,279.8,73.74,Net Banking
ORD01074,2025-01-05,CUST0265,East,Office Supplies,Stapler,7,1154.72,0.24,6143.11,4368.91,1774.2,Net Banking
ORD01075,2025-03-12,CUST0438,South,Electronics,Monitor,8,685.87,0.21,4334.7,3402.27,932.43,UPI
ORD01076,2025-06-13,CUST0471,West,Electronics,Laptop,7,1252.1,0.21,6924.11,4143.22,2780.89,Debit Card
ORD01077,2025-12-31,CUST0316,South,Furniture,Bookshelf,1,529.23,0.25,396.92,285.92,111.0,Net Banking
ORD01078,2025-12-09,CUST0468,West,Electronics,Keyboard,8,864.61,0.19,5602.67,2815.07,2787.6,Net Banking
ORD01079,2024-01-05,CUST0077,North,Furniture,Chair,6,212.9,0.08,1175.21,576.92,598.29,Credit Card
ORD01080,2025-06-23,CUST0206,Central,Electronics,Keyboard,6,889.8,0.02,5232.02,3933.7,1298.32,UPI
ORD01081,2025-09-08,CUST0348,North,Office Supplies,Pen Set,4,632.61,0.07,2353.31,1229.35,1123.96,Debit Card
ORD01082,2025-08-14,CUST0082,North,Electronics,Laptop,1,856.31,0.21,676.48,332.23,344.25,UPI
ORD01083,2025-02-22,CUST0088,North,Electronics,Keyboard,7,1378.66,0.23,7430.98,5265.82,2165.16,Net Banking
ORD01084,2025-11-29,CUST0245,Central,Accessories,Laptop Stand,7,1034.69,0.19,5866.69,3733.8,2132.89,UPI
ORD01085,2024-01-12,CUST0404,Central,Furniture,Bookshelf,3,42.59,0.06,120.1,65.9,54.2,Net Banking
ORD01086,2025-04-14,CUST0301,Central,Electronics,Headphones,6,982.14,0.16,4949.99,3884.15,1065.84,Net Banking
ORD01087,2024-11-22,CUST0200,Central,Electronics,Laptop,8,1399.56,0.18,9181.11,6592.19,2588.92,Credit Card
ORD01088,2025-04-21,CUST0382,East,Accessories,Webcam,4,1219.25,0.03,4730.69,2904.78,1825.91,Credit Card
ORD01089,2024-09-15,CUST0492,East,Accessories,Laptop Stand,2,1491.55,0.14,2565.47,1307.24,1258.23,UPI
ORD01090,2025-01-07,CUST0060,Central,Furniture,Bookshelf,6,1391.94,0.17,6931.86,4795.45,2136.41,Credit Card
ORD01091,2024-03-09,CUST0236,Central,Accessories,Mouse,3,984.49,0.18,2421.85,1673.04,748.81,Credit Card
ORD01092,2025-07-27,CUST0119,Central,Office Supplies,Notebook,2,409.99,0.09,746.18,378.29,367.89,Credit Card
ORD01093,2025-05-30,CUST0021,Central,Accessories,Webcam,7,815.38,0.01,5650.58,3421.08,2229.5,Net Banking
ORD01094,2024-10-19,CUST0185,South,Office Supplies,Notebook,7,160.46,0.1,1010.9,598.77,412.13,UPI
ORD01095,2025-12-09,CUST0486,East,Furniture,Cabinet,4,1434.69,0.18,4705.78,3207.43,1498.35,Net Banking
ORD01096,2025-01-30,CUST0221,West,Furniture,Bookshelf,4,780.18,0.2,2496.58,1449.96,1046.62,Net Banking
ORD01097,2025-06-10,CUST0234,West,Furniture,Bookshelf,1,631.53,0.1,568.38,390.96,177.42,UPI
ORD01098,2024-04-29,CUST0308,East,Furniture,Bookshelf,9,272.38,0.22,1912.11,1299.57,612.54,UPI
ORD01099,2024-12-01,CUST0041,West,Furniture,Bookshelf,5,1380.18,0.22,5382.7,3266.53,2116.17,UPI
ORD01100,2025-09-11,CUST0453,North,Office Supplies,Printer Paper,3,1498.99,0.07,4182.18,2363.27,1818.91,Net Banking
ORD01101,2025-07-14,CUST0401,South,Office Supplies,Pen Set,2,1157.26,0.22,1805.33,952.37,852.96,Credit Card
ORD01102,2025-09-05,CUST0260,Central,Furniture,Desk,5,816.12,0.08,3754.15,1879.93,1874.22,UPI
ORD01103,2025-05-09,CUST0282,Central,Accessories,Mouse,5,118.11,0.09,537.4,317.58,219.82,UPI
ORD01104,2025-02-02,CUST0379,North,Electronics,Monitor,7,1238.44,0.22,6761.88,4197.11,2564.77,Net Banking
ORD01105,2024-11-09,CUST0147,West,Furniture,Desk,4,567.07,0.08,2086.82,1248.42,838.4,Debit Card
ORD01106,2025-10-19,CUST0052,West,Accessories,USB Hub,5,171.29,0.21,676.6,442.38,234.22,Debit Card
ORD01107,2024-04-20,CUST0234,Central,Electronics,Headphones,9,1296.26,0.07,10849.7,7490.25,3359.45,Credit Card
ORD01108,2025-10-16,CUST0395,South,Furniture,Chair,3,1217.29,0.2,2921.5,1781.99,1139.51,UPI
ORD01109,2024-04-29,CUST0293,North,Furniture,Cabinet,5,829.01,0.14,3564.74,2223.47,1341.27,Net Banking
ORD01110,2024-03-18,CUST0226,South,Office Supplies,Printer Paper,5,311.49,0.1,1401.71,742.52,659.19,Credit Card
ORD01111,2024-04-18,CUST0194,East,Electronics,Laptop,4,815.01,0.05,3097.04,1562.5,1534.54,UPI
ORD01112,2025-06-05,CUST0451,Central,Electronics,Monitor,3,72.71,0.12,191.95,123.61,68.34,UPI
ORD01113,2024-06-23,CUST0004,South,Accessories,USB Hub,7,57.7,0.02,395.82,208.75,187.07,UPI
ORD01114,2025-10-29,CUST0147,Central,Office Supplies,Stapler,7,501.74,0.04,3371.69,2355.05,1016.64,UPI
ORD01115,2024-04-10,CUST0039,South,Office Supplies,Pen Set,1,518.64,0.15,440.84,247.08,193.76,Credit Card
ORD01116,2024-12-07,CUST0465,South,Office Supplies,Pen Set,8,1190.24,0.0,9521.92,5261.86,4260.06,UPI
ORD01117,2025-08-20,CUST0102,North,Office Supplies,Stapler,8,717.34,0.14,4935.3,3823.7,1111.6,Credit Card
ORD01118,2025-02-27,CUST0101,South,Electronics,Monitor,5,1360.84,0.22,5307.28,3640.37,1666.91,Net Banking
ORD01119,2025-06-28,CUST0044,Central,Electronics,Headphones,2,1002.91,0.11,1785.18,1358.86,426.32,Net Banking
ORD01120,2024-10-12,CUST0204,West,Furniture,Desk,9,1239.02,0.17,9255.48,6435.02,2820.46,Net Banking
ORD01121,2024-01-13,CUST0091,South,Furniture,Bookshelf,9,1005.26,0.05,8594.97,5845.11,2749.86,Net Banking
ORD01122,2024-02-12,CUST0008,Central,Office Supplies,Pen Set,4,591.07,0.25,1773.21,1040.67,732.54,Credit Card
ORD01123,2024-04-24,CUST0460,North,Office Supplies,Stapler,3,639.76,0.11,1708.16,800.92,907.24,Net Banking
ORD01124,2024-06-20,CUST0485,North,Office Supplies,Pen Set,3,731.47,0.23,1689.7,1179.0,510.7,Debit Card
ORD01125,2025-02-12,CUST0470,Central,Furniture,Cabinet,6,1284.83,0.06,7246.44,4091.69,3154.75,Debit Card
ORD01126,2025-11-07,CUST0077,Central,Accessories,Laptop Stand,9,388.41,0.15,2971.34,1410.02,1561.32,Debit Card
ORD01127,2024-12-07,CUST0012,Central,Accessories,Mouse,1,1363.27,0.21,1076.98,669.51,407.47,Net Banking
ORD01128,2024-08-09,CUST0052,West,Furniture,Chair,5,361.35,0.19,1463.47,832.19,631.28,Debit Card
ORD01129,2024-11-04,CUST0227,South,Furniture,Desk,3,689.37,0.0,2068.11,1015.37,1052.74,Credit Card
ORD01130,2024-01-20,CUST0112,South,Furniture,Cabinet,1,773.65,0.16,649.87,373.5,276.37,Net Banking
ORD01131,2024-08-19,CUST0262,West,Furniture,Bookshelf,2,207.29,0.12,364.83,261.68,103.15,UPI
ORD01132,2024-05-12,CUST0425,South,Furniture,Chair,6,1036.24,0.21,4911.78,2923.48,1988.3,Net Banking
ORD01133,2024-10-15,CUST0033,West,Furniture,Cabinet,7,614.89,0.21,3400.34,1942.25,1458.09,Net Banking
ORD01134,2025-06-19,CUST0214,South,Office Supplies,Notebook,4,484.79,0.11,1725.85,919.68,806.17,Net Banking
ORD01135,2025-11-26,CUST0027,South,Office Supplies,Stapler,6,1266.06,0.15,6456.91,3044.72,3412.19,UPI
ORD01136,2024-09-01,CUST0305,North,Office Supplies,Notebook,7,477.0,0.07,3105.27,2264.97,840.3,Net Banking
ORD01137,2025-09-03,CUST0402,Central,Office Supplies,Notebook,2,848.54,0.0,1697.08,812.79,884.29,UPI
ORD01138,2025-11-19,CUST0342,Central,Furniture,Chair,2,1488.52,0.16,2500.71,1178.97,1321.74,UPI
ORD01139,2025-06-14,CUST0447,West,Accessories,Mouse,9,1382.0,0.11,11069.82,8834.78,2235.04,Debit Card
ORD01140,2025-05-22,CUST0046,East,Electronics,Laptop,7,373.37,0.21,2064.74,1495.64,569.1,Debit Card
ORD01141,2025-05-25,CUST0333,West,Furniture,Desk,8,857.03,0.16,5759.24,3297.64,2461.6,UPI
ORD01142,2024-08-26,CUST0234,Central,Electronics,Monitor,5,1376.87,0.14,5920.54,2983.0,2937.54,Debit Card
ORD01143,2025-01-10,CUST0230,West,Accessories,Mouse,9,70.58,0.08,584.4,428.75,155.65,Credit Card
ORD01144,2025-08-29,CUST0056,West,Office Supplies,Stapler,4,167.5,0.07,623.1,461.79,161.31,UPI
ORD01145,2024-01-21,CUST0311,West,Accessories,Laptop Stand,9,764.21,0.01,6809.11,5309.62,1499.49,Credit Card
ORD01146,2025-06-25,CUST0285,West,Furniture,Chair,4,1138.05,0.15,3869.37,2590.06,1279.31,Credit Card
ORD01147,2025-10-01,CUST0104,North,Office Supplies,Printer Paper,2,1103.79,0.19,1788.14,1350.69,437.45,Credit Card
ORD01148,2024-10-19,CUST0025,North,Furniture,Desk,1,1107.77,0.03,1074.54,807.77,266.77,Debit Card
ORD01149,2025-09-29,CUST0316,East,Office Supplies,Stapler,1,28.77,0.15,24.45,18.25,6.2,Net Banking
ORD01150,2024-11-01,CUST0254,West,Electronics,Laptop,4,1096.11,0.03,4252.91,2220.52,2032.39,Net Banking
ORD01151,2025-11-30,CUST0313,East,Electronics,Headphones,8,596.11,0.08,4387.37,2684.31,1703.06,Debit Card
ORD01152,2024-12-16,CUST0013,West,Electronics,Monitor,7,469.11,0.22,2561.34,1853.21,708.13,Debit Card
ORD01153,2024-09-19,CUST0166,Central,Accessories,Laptop Stand,1,426.33,0.21,336.8,152.19,184.61,Credit Card
ORD01154,2025-05-16,CUST0252,East,Furniture,Cabinet,2,974.46,0.21,1539.65,1021.12,518.53,Credit Card
ORD01155,2025-05-10,CUST0166,East,Accessories,USB Hub,5,844.08,0.17,3502.93,2302.02,1200.91,UPI
ORD01156,2025-06-15,CUST0289,North,Electronics,Laptop,4,902.78,0.07,3358.34,1604.87,1753.47,Net Banking
ORD01157,2024-07-19,CUST0217,South,Furniture,Cabinet,6,1037.31,0.09,5663.71,3068.84,2594.87,UPI
ORD01158,2025-11-21,CUST0064,Central,Electronics,Keyboard,3,1415.06,0.2,3396.14,2226.83,1169.31,Net Banking
ORD01159,2024-02-27,CUST0480,Central,Accessories,USB Hub,5,264.75,0.24,1006.05,490.72,515.33,Debit Card
ORD01160,2025-05-11,CUST0020,North,Accessories,USB Hub,1,665.35,0.16,558.89,318.12,240.77,UPI
ORD01161,2025-08-17,CUST0481,North,Accessories,Mouse,7,1145.81,0.23,6175.92,3769.78,2406.14,Credit Card
ORD01162,2025-02-10,CUST0138,East,Electronics,Monitor,6,173.59,0.2,833.23,386.29,446.94,UPI
ORD01163,2024-07-14,CUST0248,Central,Furniture,Bookshelf,7,809.61,0.03,5497.25,4152.63,1344.62,UPI
ORD01164,2025-06-15,CUST0106,Central,Furniture,Chair,4,1071.11,0.09,3898.84,2891.56,1007.28,Debit Card
ORD01165,2024-09-20,CUST0149,South,Electronics,Headphones,6,1272.26,0.18,6259.52,3280.62,2978.9,Debit Card
ORD01166,2024-12-21,CUST0026,South,Furniture,Cabinet,9,64.43,0.1,521.88,339.2,182.68,Net Banking
ORD01167,2025-10-16,CUST0081,Central,Electronics,Monitor,7,185.16,0.21,1023.93,818.13,205.8,Debit Card
ORD01168,2024-02-22,CUST0472,West,Furniture,Cabinet,6,1072.47,0.07,5984.38,3909.99,2074.39,Net Banking
ORD01169,2025-03-22,CUST0290,North,Office Supplies,Pen Set,8,707.21,0.06,5318.22,3333.25,1984.97,UPI
ORD01170,2024-10-16,CUST0432,West,Office Supplies,Notebook,5,178.19,0.17,739.49,549.17,190.32,UPI
ORD01171,2025-01-04,CUST0227,North,Accessories,USB Hub,1,322.67,0.08,296.86,182.4,114.46,UPI
ORD01172,2025-06-16,CUST0152,West,Office Supplies,Printer Paper,5,945.04,0.21,3732.91,2728.24,1004.67,Debit Card
ORD01173,2025-09-19,CUST0188,North,Office Supplies,Notebook,6,910.09,0.22,4259.22,2095.28,2163.94,UPI
ORD01174,2024-12-16,CUST0099,South,Office Supplies,Pen Set,7,789.11,0.19,4474.25,2831.94,1642.31,UPI
ORD01175,2025-09-24,CUST0109,West,Electronics,Monitor,2,1397.18,0.2,2235.49,1344.6,890.89,UPI
ORD01176,2024-03-02,CUST0300,East,Office Supplies,Printer Paper,7,373.58,0.01,2588.91,1730.33,858.58,UPI
ORD01177,2025-01-03,CUST0167,Central,Office Supplies,Pen Set,7,1295.99,0.22,7076.11,4342.94,2733.17,Net Banking
ORD01178,2025-07-20,CUST0404,North,Accessories,Mouse,6,1443.41,0.1,7794.41,5147.26,2647.15,Credit Card
ORD01179,2025-02-15,CUST0097,East,Office Supplies,Pen Set,5,1040.62,0.17,4318.57,2324.68,1993.89,Debit Card
ORD01180,2024-07-20,CUST0250,South,Office Supplies,Stapler,2,1194.08,0.09,2173.23,1692.0,481.23,Credit Card
ORD01181,2025-03-21,CUST0361,Central,Furniture,Chair,2,272.0,0.16,456.96,272.78,184.18,Credit Card
ORD01182,2024-12-18,CUST0068,Central,Accessories,Webcam,2,1181.07,0.05,2244.03,1508.02,736.01,Net Banking
ORD01183,2025-03-29,CUST0402,East,Accessories,USB Hub,5,491.02,0.06,2307.79,1488.35,819.44,Debit Card
ORD01184,2024-04-16,CUST0328,North,Accessories,Laptop Stand,1,1440.82,0.21,1138.25,852.41,285.84,Credit Card
ORD01185,2025-05-05,CUST0273,Central,Accessories,Mouse,4,420.95,0.21,1330.2,613.43,716.77,Net Banking
ORD01186,2025-05-29,CUST0193,North,Accessories,USB Hub,5,363.15,0.2,1452.6,939.97,512.63,UPI
ORD01187,2024-04-29,CUST0115,Central,Accessories,Mouse,6,288.17,0.17,1435.09,876.58,558.51,Credit Card
ORD01188,2025-11-22,CUST0010,West,Electronics,Laptop,1,1225.03,0.23,943.27,429.64,513.63,Credit Card
ORD01189,2025-11-16,CUST0481,South,Office Supplies,Printer Paper,6,158.07,0.18,777.7,611.25,166.45,UPI
ORD01190,2025-01-03,CUST0110,South,Accessories,USB Hub,7,206.56,0.22,1127.82,709.71,418.11,UPI
ORD01191,2025-05-03,CUST0417,Central,Office Supplies,Printer Paper,6,1192.02,0.15,6079.3,4669.64,1409.66,Net Banking
ORD01192,2024-06-16,CUST0438,Central,Office Supplies,Stapler,3,54.72,0.08,151.03,96.34,54.69,Net Banking
ORD01193,2025-10-20,CUST0427,West,Electronics,Monitor,3,600.94,0.07,1676.62,1237.27,439.35,UPI
ORD01194,2025-10-24,CUST0176,East,Accessories,Webcam,9,198.1,0.02,1747.24,1249.47,497.77,Debit Card
ORD01195,2024-10-03,CUST0236,South,Furniture,Cabinet,8,47.94,0.03,372.01,232.01,140.0,Credit Card
ORD01196,2024-06-07,CUST0444,Central,Electronics,Monitor,3,779.98,0.03,2269.74,1209.64,1060.1,Debit Card
ORD01197,2024-10-05,CUST0479,West,Furniture,Desk,5,810.89,0.21,3203.02,1891.84,1311.18,Credit Card
ORD01198,2024-12-25,CUST0486,West,Office Supplies,Stapler,3,1140.96,0.09,3114.82,2480.43,634.39,UPI
ORD01199,2025-12-23,CUST0011,Central,Office Supplies,Notebook,3,509.58,0.04,1467.59,1053.53,414.06,Credit Card
ORD01200,2025-03-14,CUST0334,Central,Electronics,Headphones,2,478.45,0.13,832.5,568.01,264.49,Net Banking
ORD01201,2024-12-14,CUST0484,Central,Electronics,Laptop,4,449.62,0.14,1546.69,708.85,837.84,Net Banking
ORD01202,2024-01-04,CUST0044,South,Furniture,Chair,9,1403.5,0.21,9978.89,6738.62,3240.27,UPI
ORD01203,2024-10-03,CUST0464,North,Accessories,Laptop Stand,2,777.79,0.14,1337.8,854.07,483.73,Credit Card
ORD01204,2025-07-01,CUST0417,Central,Furniture,Desk,6,1206.1,0.24,5499.82,2664.51,2835.31,UPI
ORD01205,2024-11-17,CUST0396,North,Electronics,Keyboard,8,114.85,0.04,882.05,633.28,248.77,UPI
ORD01206,2024-06-28,CUST0408,Central,Furniture,Bookshelf,4,412.0,0.09,1499.68,1046.65,453.03,UPI
ORD01207,2024-03-31,CUST0342,South,Electronics,Headphones,1,1422.35,0.09,1294.34,695.65,598.69,Credit Card
ORD01208,2024-09-19,CUST0306,North,Furniture,Chair,3,289.86,0.24,660.88,472.05,188.83,UPI
ORD01209,2024-03-10,CUST0386,East,Electronics,Keyboard,9,566.2,0.18,4178.56,2135.1,2043.46,Net Banking
ORD01210,2025-04-19,CUST0100,North,Electronics,Headphones,9,718.73,0.1,5821.71,3131.53,2690.18,Credit Card
ORD01211,2025-07-20,CUST0257,South,Electronics,Laptop,6,1287.3,0.03,7492.09,4283.29,3208.8,Net Banking
ORD01212,2025-12-23,CUST0025,Central,Accessories,Mouse,9,1256.52,0.04,10856.33,8131.62,2724.71,Net Banking
ORD01213,2024-04-15,CUST0096,West,Furniture,Cabinet,3,1207.97,0.2,2899.13,1553.52,1345.61,Net Banking
ORD01214,2024-10-08,CUST0396,East,Furniture,Bookshelf,8,1297.06,0.02,10168.95,7344.98,2823.97,UPI
ORD01215,2025-10-10,CUST0167,North,Furniture,Chair,2,103.95,0.01,205.82,105.46,100.36,UPI
ORD01216,2025-10-11,CUST0242,Central,Electronics,Monitor,7,1317.37,0.23,7100.62,3856.28,3244.34,Credit Card
ORD01217,2024-12-24,CUST0249,East,Furniture,Chair,5,1085.15,0.02,5317.23,3572.21,1745.02,Debit Card
ORD01218,2025-08-25,CUST0259,West,Furniture,Desk,4,742.74,0.01,2941.25,2030.71,910.54,UPI
ORD01219,2024-11-04,CUST0343,West,Electronics,Laptop,1,622.62,0.06,585.26,372.92,212.34,Credit Card
ORD01220,2025-07-13,CUST0477,Central,Office Supplies,Printer Paper,9,97.91,0.01,872.38,485.8,386.58,UPI
ORD01221,2025-04-26,CUST0383,North,Electronics,Monitor,6,1254.51,0.0,7527.06,3948.47,3578.59,Credit Card
ORD01222,2024-10-02,CUST0418,Central,Furniture,Chair,9,1170.24,0.07,9794.91,7301.84,2493.07,Debit Card
ORD01223,2025-01-02,CUST0429,Central,Electronics,Headphones,7,544.28,0.17,3162.27,2529.26,633.01,Net Banking
ORD01224,2025-12-03,CUST0334,West,Office Supplies,Pen Set,6,240.04,0.11,1281.81,749.9,531.91,Credit Card
ORD01225,2025-01-11,CUST0292,East,Electronics,Keyboard,9,852.7,0.03,7444.07,3743.03,3701.04,Net Banking
ORD01226,2025-05-12,CUST0234,South,Furniture,Cabinet,9,1241.29,0.08,10277.88,8186.96,2090.92,Credit Card
ORD01227,2024-01-30,CUST0115,Central,Office Supplies,Pen Set,1,680.97,0.11,606.06,327.6,278.46,Net Banking
ORD01228,2025-05-17,CUST0444,East,Accessories,Mouse,7,488.93,0.18,2806.46,1381.76,1424.7,Net Banking
ORD01229,2024-06-23,CUST0451,West,Furniture,Desk,7,1322.77,0.07,8611.23,4194.4,4416.83,Debit Card
ORD01230,2025-05-14,CUST0016,Central,Office Supplies,Notebook,3,177.42,0.02,521.61,235.22,286.39,Net Banking
ORD01231,2025-03-28,CUST0433,South,Office Supplies,Pen Set,4,84.23,0.09,306.6,157.2,149.4,UPI
ORD01232,2024-01-12,CUST0209,Central,Accessories,USB Hub,6,337.81,0.13,1763.37,1247.77,515.6,Debit Card
ORD01233,2025-11-13,CUST0077,South,Electronics,Monitor,7,57.62,0.01,399.31,261.8,137.51,UPI
ORD01234,2025-04-09,CUST0446,West,Electronics,Laptop,1,343.74,0.06,323.12,218.04,105.08,Debit Card
ORD01235,2025-08-11,CUST0204,West,Furniture,Desk,7,1251.71,0.07,8148.63,4703.23,3445.4,Net Banking
ORD01236,2024-06-28,CUST0493,Central,Accessories,Webcam,5,549.07,0.18,2251.19,1772.54,478.65,UPI
ORD01237,2024-10-30,CUST0067,Central,Electronics,Keyboard,1,672.47,0.16,564.87,407.31,157.56,UPI
ORD01238,2024-07-09,CUST0389,South,Accessories,Laptop Stand,7,534.99,0.12,3295.54,1868.4,1427.14,Debit Card
ORD01239,2025-01-16,CUST0066,Central,Electronics,Headphones,8,165.05,0.18,1082.73,615.29,467.44,Credit Card
ORD01240,2025-08-13,CUST0212,North,Office Supplies,Notebook,4,767.04,0.17,2546.57,1668.99,877.58,UPI
ORD01241,2025-02-13,CUST0474,West,Electronics,Headphones,5,998.63,0.18,4094.38,1857.79,2236.59,Net Banking
ORD01242,2025-11-14,CUST0272,South,Accessories,Mouse,2,1310.26,0.04,2515.7,1313.84,1201.86,Debit Card
ORD01243,2025-04-08,CUST0134,East,Office Supplies,Stapler,1,393.36,0.04,377.63,295.88,81.75,Credit Card
ORD01244,2024-01-27,CUST0068,Central,Office Supplies,Stapler,5,247.06,0.11,1099.42,521.1,578.32,Debit Card
ORD01245,2025-12-27,CUST0366,South,Office Supplies,Printer Paper,8,352.5,0.18,2312.4,1613.48,698.92,Credit Card
